city,state_id,state_name,county_name,country_name,country_code,timezone
Brogan,OR,Oregon,Malheur,United States of America,US,America/Boise
Spencer,ID,Idaho,Clark,United States of America,US,America/Boise
Atomic City,ID,Idaho,Bingham,United States of America,US,America/Boise
Juntura,OR,Oregon,Malheur,United States of America,US,America/Boise
Drummond,ID,Idaho,Fremont,United States of America,US,America/Boise
Clayton,ID,Idaho,Custer,United States of America,US,America/Boise
Banks,ID,Idaho,Boise,United States of America,US,America/Boise
Lowman,ID,Idaho,Boise,United States of America,US,America/Boise
Warm River,ID,Idaho,Fremont,United States of America,US,America/Boise
Chicago,IL,Illinois,Cook,United States of America,US,America/Chicago
Dallas,TX,Texas,Dallas,United States of America,US,America/Chicago
Houston,TX,Texas,Harris,United States of America,US,America/Chicago
Minneapolis,MN,Minnesota,Hennepin,United States of America,US,America/Chicago
San Antonio,TX,Texas,Bexar,United States of America,US,America/Chicago
St. Louis,MO,Missouri,St. Louis,United States of America,US,America/Chicago
Austin,TX,Texas,Travis,United States of America,US,America/Chicago
Kansas City,MO,Missouri,Jackson,United States of America,US,America/Chicago
Milwaukee,WI,Wisconsin,Milwaukee,United States of America,US,America/Chicago
Nashville,TN,Tennessee,Davidson,United States of America,US,America/Chicago
Memphis,TN,Tennessee,Shelby,United States of America,US,America/Chicago
New Orleans,LA,Louisiana,Orleans,United States of America,US,America/Chicago
Oklahoma City,OK,Oklahoma,Oklahoma,United States of America,US,America/Chicago
Fort Worth,TX,Texas,Tarrant,United States of America,US,America/Chicago
Omaha,NE,Nebraska,Douglas,United States of America,US,America/Chicago
McAllen,TX,Texas,Hidalgo,United States of America,US,America/Chicago
Birmingham,AL,Alabama,Jefferson,United States of America,US,America/Chicago
Tulsa,OK,Oklahoma,Tulsa,United States of America,US,America/Chicago
Baton Rouge,LA,Louisiana,East Baton Rouge,United States of America,US,America/Chicago
Wichita,KS,Kansas,Sedgwick,United States of America,US,America/Chicago
Des Moines,IA,Iowa,Polk,United States of America,US,America/Chicago
Denton,TX,Texas,Denton,United States of America,US,America/Chicago
Madison,WI,Wisconsin,Dane,United States of America,US,America/Chicago
Little Rock,AR,Arkansas,Pulaski,United States of America,US,America/Chicago
Arlington,TX,Texas,Tarrant,United States of America,US,America/Chicago
Fayetteville,AR,Arkansas,Washington,United States of America,US,America/Chicago
Pensacola,FL,Florida,Escambia,United States of America,US,America/Chicago
Corpus Christi,TX,Texas,Nueces,United States of America,US,America/Chicago
Jackson,MS,Mississippi,Hinds,United States of America,US,America/Chicago
Huntsville,AL,Alabama,Madison,United States of America,US,America/Chicago
Mobile,AL,Alabama,Mobile,United States of America,US,America/Chicago
St. Paul,MN,Minnesota,Ramsey,United States of America,US,America/Chicago
Lincoln,NE,Nebraska,Lancaster,United States of America,US,America/Chicago
Springfield,MO,Missouri,Greene,United States of America,US,America/Chicago
Plano,TX,Texas,Collin,United States of America,US,America/Chicago
Davenport,IA,Iowa,Scott,United States of America,US,America/Chicago
Rockford,IL,Illinois,Winnebago,United States of America,US,America/Chicago
Shreveport,LA,Louisiana,Caddo,United States of America,US,America/Chicago
Round Lake Beach,IL,Illinois,Lake,United States of America,US,America/Chicago
Lubbock,TX,Texas,Lubbock,United States of America,US,America/Chicago
Lafayette,LA,Louisiana,Lafayette,United States of America,US,America/Chicago
Laredo,TX,Texas,Webb,United States of America,US,America/Chicago
McKinney,TX,Texas,Collin,United States of America,US,America/Chicago
Killeen,TX,Texas,Bell,United States of America,US,America/Chicago
Peoria,IL,Illinois,Peoria,United States of America,US,America/Chicago
Montgomery,AL,Alabama,Montgomery,United States of America,US,America/Chicago
Garland,TX,Texas,Dallas,United States of America,US,America/Chicago
Irving,TX,Texas,Dallas,United States of America,US,America/Chicago
Evansville,IN,Indiana,Vanderburgh,United States of America,US,America/Chicago
Gulfport,MS,Mississippi,Harrison,United States of America,US,America/Chicago
Appleton,WI,Wisconsin,Outagamie,United States of America,US,America/Chicago
College Station,TX,Texas,Brazos,United States of America,US,America/Chicago
Fargo,ND,North Dakota,Cass,United States of America,US,America/Chicago
Green Bay,WI,Wisconsin,Brown,United States of America,US,America/Chicago
Amarillo,TX,Texas,Potter,United States of America,US,America/Chicago
Frisco,TX,Texas,Collin,United States of America,US,America/Chicago
Aurora,IL,Illinois,Kane,United States of America,US,America/Chicago
Overland Park,KS,Kansas,Johnson,United States of America,US,America/Chicago
Grand Prairie,TX,Texas,Dallas,United States of America,US,America/Chicago
Waco,TX,Texas,McLennan,United States of America,US,America/Chicago
Clarksville,TN,Tennessee,Montgomery,United States of America,US,America/Chicago
Cedar Rapids,IA,Iowa,Linn,United States of America,US,America/Chicago
Sioux Falls,SD,South Dakota,Minnehaha,United States of America,US,America/Chicago
Murfreesboro,TN,Tennessee,Rutherford,United States of America,US,America/Chicago
Champaign,IL,Illinois,Champaign,United States of America,US,America/Chicago
Springfield,IL,Illinois,Sangamon,United States of America,US,America/Chicago
Lake Charles,LA,Louisiana,Calcasieu,United States of America,US,America/Chicago
Odessa,TX,Texas,Ector,United States of America,US,America/Chicago
Tuscaloosa,AL,Alabama,Tuscaloosa,United States of America,US,America/Chicago
Midland,TX,Texas,Midland,United States of America,US,America/Chicago
Port Arthur,TX,Texas,Jefferson,United States of America,US,America/Chicago
Kansas City,KS,Kansas,Wyandotte,United States of America,US,America/Chicago
Pasadena,TX,Texas,Harris,United States of America,US,America/Chicago
Naperville,IL,Illinois,DuPage,United States of America,US,America/Chicago
Topeka,KS,Kansas,Shawnee,United States of America,US,America/Chicago
Joliet,IL,Illinois,Will,United States of America,US,America/Chicago
Beaumont,TX,Texas,Jefferson,United States of America,US,America/Chicago
Tyler,TX,Texas,Smith,United States of America,US,America/Chicago
Metairie,LA,Louisiana,Jefferson,United States of America,US,America/Chicago
Columbia,MO,Missouri,Boone,United States of America,US,America/Chicago
Mesquite,TX,Texas,Dallas,United States of America,US,America/Chicago
Olathe,KS,Kansas,Johnson,United States of America,US,America/Chicago
Houma,LA,Louisiana,Terrebonne,United States of America,US,America/Chicago
Carrollton,TX,Texas,Dallas,United States of America,US,America/Chicago
Panama City,FL,Florida,Bay,United States of America,US,America/Chicago
Harlingen,TX,Texas,Cameron,United States of America,US,America/Chicago
Bloomington,IL,Illinois,McLean,United States of America,US,America/Chicago
Round Rock,TX,Texas,Williamson,United States of America,US,America/Chicago
Racine,WI,Wisconsin,Racine,United States of America,US,America/Chicago
Fort Smith,AR,Arkansas,Sebastian,United States of America,US,America/Chicago
Kenosha,WI,Wisconsin,Kenosha,United States of America,US,America/Chicago
Norman,OK,Oklahoma,Cleveland,United States of America,US,America/Chicago
Abilene,TX,Texas,Taylor,United States of America,US,America/Chicago
Pearland,TX,Texas,Brazoria,United States of America,US,America/Chicago
Richardson,TX,Texas,Dallas,United States of America,US,America/Chicago
Rochester,MN,Minnesota,Olmsted,United States of America,US,America/Chicago
Duluth,MN,Minnesota,St. Louis,United States of America,US,America/Chicago
Sugar Land,TX,Texas,Fort Bend,United States of America,US,America/Chicago
Texas City,TX,Texas,Galveston,United States of America,US,America/Chicago
Iowa City,IA,Iowa,Johnson,United States of America,US,America/Chicago
Independence,MO,Missouri,Jackson,United States of America,US,America/Chicago
St. Cloud,MN,Minnesota,Stearns,United States of America,US,America/Chicago
The Woodlands,TX,Texas,Montgomery,United States of America,US,America/Chicago
Monroe,LA,Louisiana,Ouachita,United States of America,US,America/Chicago
Waterloo,IA,Iowa,Black Hawk,United States of America,US,America/Chicago
Elgin,IL,Illinois,Kane,United States of America,US,America/Chicago
Broken Arrow,OK,Oklahoma,Tulsa,United States of America,US,America/Chicago
Lewisville,TX,Texas,Denton,United States of America,US,America/Chicago
League City,TX,Texas,Galveston,United States of America,US,America/Chicago
Eau Claire,WI,Wisconsin,Eau Claire,United States of America,US,America/Chicago
Temple,TX,Texas,Bell,United States of America,US,America/Chicago
Sioux City,IA,Iowa,Woodbury,United States of America,US,America/Chicago
Allen,TX,Texas,Collin,United States of America,US,America/Chicago
Wichita Falls,TX,Texas,Wichita,United States of America,US,America/Chicago
Edinburg,TX,Texas,Hidalgo,United States of America,US,America/Chicago
San Angelo,TX,Texas,Tom Green,United States of America,US,America/Chicago
La Crosse,WI,Wisconsin,La Crosse,United States of America,US,America/Chicago
Longview,TX,Texas,Gregg,United States of America,US,America/Chicago
Lee's Summit,MO,Missouri,Jackson,United States of America,US,America/Chicago
Lawrence,KS,Kansas,Douglas,United States of America,US,America/Chicago
Bismarck,ND,North Dakota,Burleigh,United States of America,US,America/Chicago
Mandeville,LA,Louisiana,St. Tammany,United States of America,US,America/Chicago
Bowling Green,KY,Kentucky,Warren,United States of America,US,America/Chicago
Edmond,OK,Oklahoma,Oklahoma,United States of America,US,America/Chicago
Slidell,LA,Louisiana,St. Tammany,United States of America,US,America/Chicago
Lawton,OK,Oklahoma,Comanche,United States of America,US,America/Chicago
Auburn,AL,Alabama,Lee,United States of America,US,America/Chicago
Conroe,TX,Texas,Montgomery,United States of America,US,America/Chicago
New Braunfels,TX,Texas,Comal,United States of America,US,America/Chicago
O'Fallon,MO,Missouri,St. Charles,United States of America,US,America/Chicago
Decatur,IL,Illinois,Macon,United States of America,US,America/Chicago
Bryan,TX,Texas,Brazos,United States of America,US,America/Chicago
Waukegan,IL,Illinois,Lake,United States of America,US,America/Chicago
Hoover,AL,Alabama,Jefferson,United States of America,US,America/Chicago
Bloomington,MN,Minnesota,Hennepin,United States of America,US,America/Chicago
Mission,TX,Texas,Hidalgo,United States of America,US,America/Chicago
Joplin,MO,Missouri,Jasper,United States of America,US,America/Chicago
Franklin,TN,Tennessee,Williamson,United States of America,US,America/Chicago
Atascocita,TX,Texas,Harris,United States of America,US,America/Chicago
Springdale,AR,Arkansas,Washington,United States of America,US,America/Chicago
Cicero,IL,Illinois,Cook,United States of America,US,America/Chicago
Brooklyn Park,MN,Minnesota,Hennepin,United States of America,US,America/Chicago
Hattiesburg,MS,Mississippi,Forrest,United States of America,US,America/Chicago
Alexandria,LA,Louisiana,Rapides,United States of America,US,America/Chicago
Florence,AL,Alabama,Lauderdale,United States of America,US,America/Chicago
Plymouth,MN,Minnesota,Hennepin,United States of America,US,America/Chicago
Georgetown,TX,Texas,Williamson,United States of America,US,America/Chicago
Cedar Park,TX,Texas,Williamson,United States of America,US,America/Chicago
St. Joseph,MO,Missouri,Buchanan,United States of America,US,America/Chicago
Flower Mound,TX,Texas,Denton,United States of America,US,America/Chicago
Pharr,TX,Texas,Hidalgo,United States of America,US,America/Chicago
Alton,IL,Illinois,Madison,United States of America,US,America/Chicago
Jonesboro,AR,Arkansas,Craighead,United States of America,US,America/Chicago
Texarkana,TX,Texas,Bowie,United States of America,US,America/Chicago
Kankakee,IL,Illinois,Kankakee,United States of America,US,America/Chicago
Baytown,TX,Texas,Harris,United States of America,US,America/Chicago
San Marcos,TX,Texas,Hays,United States of America,US,America/Chicago
Lake Jackson,TX,Texas,Brazoria,United States of America,US,America/Chicago
Oshkosh,WI,Wisconsin,Winnebago,United States of America,US,America/Chicago
Hammond,IN,Indiana,Lake,United States of America,US,America/Chicago
Missouri City,TX,Texas,Fort Bend,United States of America,US,America/Chicago
Conway,AR,Arkansas,Faulkner,United States of America,US,America/Chicago
Gary,IN,Indiana,Lake,United States of America,US,America/Chicago
Arlington Heights,IL,Illinois,Cook,United States of America,US,America/Chicago
Bolingbrook,IL,Illinois,Will,United States of America,US,America/Chicago
Owensboro,KY,Kentucky,Daviess,United States of America,US,America/Chicago
Jackson,TN,Tennessee,Madison,United States of America,US,America/Chicago
Wausau,WI,Wisconsin,Marathon,United States of America,US,America/Chicago
Anniston,AL,Alabama,Calhoun,United States of America,US,America/Chicago
Evanston,IL,Illinois,Cook,United States of America,US,America/Chicago
Schaumburg,IL,Illinois,Cook,United States of America,US,America/Chicago
Woodbury,MN,Minnesota,Washington,United States of America,US,America/Chicago
Maple Grove,MN,Minnesota,Hennepin,United States of America,US,America/Chicago
Mansfield,TX,Texas,Tarrant,United States of America,US,America/Chicago
Hammond,LA,Louisiana,Tangipahoa,United States of America,US,America/Chicago
Dothan,AL,Alabama,Houston,United States of America,US,America/Chicago
Waukesha,WI,Wisconsin,Waukesha,United States of America,US,America/Chicago
Daphne,AL,Alabama,Baldwin,United States of America,US,America/Chicago
St. Charles,MO,Missouri,St. Charles,United States of America,US,America/Chicago
Janesville,WI,Wisconsin,Rock,United States of America,US,America/Chicago
Sherman,TX,Texas,Grayson,United States of America,US,America/Chicago
North Richland Hills,TX,Texas,Tarrant,United States of America,US,America/Chicago
West Bend,WI,Wisconsin,Washington,United States of America,US,America/Chicago
Sheboygan,WI,Wisconsin,Sheboygan,United States of America,US,America/Chicago
Decatur,AL,Alabama,Morgan,United States of America,US,America/Chicago
Rogers,AR,Arkansas,Benton,United States of America,US,America/Chicago
Bossier City,LA,Louisiana,Bossier,United States of America,US,America/Chicago
Dubuque,IA,Iowa,Dubuque,United States of America,US,America/Chicago
Victoria,TX,Texas,Victoria,United States of America,US,America/Chicago
Ames,IA,Iowa,Story,United States of America,US,America/Chicago
West Des Moines,IA,Iowa,Polk,United States of America,US,America/Chicago
Palatine,IL,Illinois,Cook,United States of America,US,America/Chicago
Ankeny,IA,Iowa,Polk,United States of America,US,America/Chicago
Rowlett,TX,Texas,Dallas,United States of America,US,America/Chicago
Lakeville,MN,Minnesota,Dakota,United States of America,US,America/Chicago
DeKalb,IL,Illinois,DeKalb,United States of America,US,America/Chicago
Eagan,MN,Minnesota,Dakota,United States of America,US,America/Chicago
Kenner,LA,Louisiana,Jefferson,United States of America,US,America/Chicago
North Little Rock,AR,Arkansas,Pulaski,United States of America,US,America/Chicago
Shawnee,KS,Kansas,Johnson,United States of America,US,America/Chicago
Carbondale,IL,Illinois,Jackson,United States of America,US,America/Chicago
Blaine,MN,Minnesota,Anoka,United States of America,US,America/Chicago
Pflugerville,TX,Texas,Travis,United States of America,US,America/Chicago
Michigan City,IN,Indiana,LaPorte,United States of America,US,America/Chicago
